State,Year,Days_CO,Days_NO2,Days_Ozone,Days_SO2,Days_PM2_5,Days_PM10
Georgia,1983,40.2,31.44,77.82,215.55, -   , -   
Georgia,1984,41.41,87.55,199.06,36.97, -   , -   
Georgia,1985,51.27,72.42,204.81,36.5, -   , -   
Georgia,1986,16.42,87.94,199.98,31.26, -   ,29.4
Georgia,1987,3.88,25.19,161.78,165.57, -   ,8.58
Georgia,1988,2.09,25.09,154.73,177.65, -   ,5.44
Georgia,1989,4.96,23.46,161.48,169.49, -   ,5.62
Georgia,1990,4.12,19.02,186.91,144.83, -   ,10.13
Georgia,1991,4.49,21.5,191.63,129.37,1.86,16.16
Georgia,1992,2.54,18.04,185.1,139.98,6.25,13.09
Georgia,1993,3.13,11.99,193.51,135.28,6.98,14.1
Georgia,1994,4.14,17.7,200.34,119.23,6.88,16.71
Georgia,1995,4.43,21.47,189.67,125.39,6.43,17.61
Georgia,1996,0.76,41.12,194.56,95.01,7.63,25.93
Georgia,1997,2.19,35.51,197.42,88.55,6.77,34.56
Georgia,1998,3.72,31.25,186.36,107.2,5.35,31.13
Georgia,1999,0.43,18.04,183.11,60.42,87.42,15.58
Georgia,2000, -   ,12.03,190.34,65.73,87.94,8.97
Georgia,2001, -   ,13.5,184.39,64.16,91.52,11.43
Georgia,2002,0.14,12.22,194.47,51.31,98.46,8.42
Georgia,2003,0.22,8.96,157.86,60.98,128.88,8.1
Georgia,2004, -   ,6.8,142.78,45.3,165.2,4.93
Georgia,2005,0.04,6.02,145.79,39.72,169.07,4.36
Georgia,2006, -   ,5.78,144.84,41.52,168.59,4.27
Georgia,2007, -   ,6.19,151.65,22.97,179.36,4.83
Georgia,2008, -   ,5.57,134.48,8.83,212.63,3.48
Georgia,2009, -   ,5.34,132.72,6.89,218.34,1.7
Georgia,2010,0.12,5.49,137.03,7.25,213.35,1.77
Georgia,2011,0.04,5.59,139.9,8.18,209.66,1.62
Georgia,2012,0.04,5.07,139.5,7.15,211.66,1.58
Georgia,2013,0.04,5.33,134.92,4.45,220.19,0.08
Georgia,2014,0.04,6,129.47,5.11,224.38, -   
Georgia,2015,0.04,6.88,142.42,4.48,211.18, -   
Georgia,2016, -   ,1.87,164.07,5.21,193.84, -   
Georgia,2017, -   ,3.18,168.73,4.58,188.34,0.17
Georgia,2018, -   ,2.37,162.14,3.34,196.75,0.4
Georgia,2019,0.12,1.63,192.34,2.45,168.4,0.06
Guam,1989, -   , -   , -   , -   , -   ,365
Guam,1990, -   , -   , -   , -   , -   ,365
Guam,1991, -   , -   , -   , -   , -   ,365
Hawaii,1980,73.81, -   ,291.19, -   , -   , -   
Hawaii,1981,289.76,2.03,73.2, -   , -   , -   
Hawaii,1982,234,1,56,74, -   , -   
Hawaii,1983,151, -   ,56,158, -   , -   
Hawaii,1984,147.6, -   ,15.96,201.45, -   , -   
Hawaii,1985,192.16, -   ,34.76,121.67, -   ,16.42
Hawaii,1986,200.93, -   ,91.25, -   , -   ,72.82
Hawaii,1987,120.25, -   ,135.34,66.02, -   ,43.39
Hawaii,1988,160.16, -   ,109.45,18.58,15.56,61.25
Hawaii,1989,137.67, -   ,104.61,59.32,4.98,58.42
Hawaii,1990,91.77, -   ,167.98,29.55,12.96,62.73
Hawaii,1991,50.33, -   ,202.45,51.82,26.1,34.3
Hawaii,1992,34.36,1.62,227.23,65.16,10.05,26.58
Hawaii,1993,13.93,5.51,275.61,43.4,3.56,22.99
Hawaii,1994,8.08,1.29,290.71,39.08,1.94,23.9
Hawaii,1995,49.92,0.72,137.46,116.48,20.26,40.15
Hawaii,1996,41.86, -   ,58.53,137.27,23.41,103.93
Hawaii,1997,16.04,4.35,88.91,109.97,3.34,142.39
Hawaii,1998,5.58,0.66,92.23,130.97,5.25,130.31
Hawaii,1999,4.83,2.58,72.81,121.13,44.46,119.2
Hawaii,2000,5.24,3.28,138.92,42.92,49.15,125.49
Hawaii,2001,2.68,4.36,149.62,42.61,43.61,122.11
Hawaii,2002,3.57,2.27,139.84,58.4,48.99,111.93
Hawaii,2003,4.17,3.53,116.65,61.85,62.49,116.33
Hawaii,2004,5.27,0.66,65.23,111.02,71.16,111.67
Hawaii,2005,0.85,3.38,52.42,92.45,51.58,164.32
Hawaii,2006,4.14,7.76,35.44,88.47,42.17,187.03
Hawaii,2007,1.03,11.65,41.81,130.23,40.1,140.17
Hawaii,2008, -   ,4.4,64.33,127.65,44.36,124.26
Hawaii,2009, -   ,1.01,37.57,125.13,194.58,6.71
Hawaii,2010, -   ,0.34,28.57,121.44,211.58,3.06
Hawaii,2011,1.38,7.72,35.84,114.68,203.73,1.65
Hawaii,2012,3.29,1.52,32.61,99.59,226.73,1.26
Hawaii,2013,1.25,15.78,35.32,91.69,220.2,0.75
Hawaii,2014, -   ,9.63,59.58,96.78,194.86,4.16
Hawaii,2015, -   ,29.31,40.33,92.69,198.66,4.01
Hawaii,2016, -   ,14.79,70.69,89.5,184.76,5.26
Hawaii,2017,0.25,20.54,64.63,105.97,173.61, -   
Hawaii,2018, -   ,42.41,60.58,66.13,193.86,2.02
Hawaii,2019,0.47,36.55,71.2,42.72,213.59,0.47
Idaho,1980,91.25, -   , -   ,273.75, -   , -   
Idaho,1981,78.56, -   , -   ,286.44, -   , -   
Idaho,1982,92.42, -   , -   ,272.58, -   , -   
Idaho,1983,66.99, -   , -   ,298.01, -   , -   
Idaho,1984,121.89, -   , -   ,243.11, -   , -   
Idaho,1985,119.29, -   , -   ,245.71, -   , -   
Idaho,1986,81.42, -   , -   ,176.88, -   ,106.69
Idaho,1987,84.36, -   , -   ,169.79, -   ,110.85
Idaho,1988,81.9, -   , -   ,149.39, -   ,133.72
Idaho,1989,62.03, -   ,4.59,123.41, -   ,174.96
Idaho,1990,33.87, -   ,15.95,112.42, -   ,202.75
Idaho,1991,97.25, -   , -   , -   , -   ,267.75
Idaho,1992,89.98, -   ,23.62, -   ,12.37,239.02
Idaho,1993,71.63, -   ,79.94, -   ,5.13,208.29
Idaho,1994,36.19,4.8,75.66,5.67,42.95,199.73
Idaho,1995,87.59,16.84,52.58,24.31,27.54,156.14
Idaho,1996,70.79,33.17,44.94,23.12,27.57,165.41
Idaho,1997,49.63,41.75,35.75,36.13,23.88,177.88
Idaho,1998,42.86,45.79,43.11,58.86,26.74,147.64
Idaho,1999,52.81,26.28,30.54,47.42,71.09,136.86
Idaho,2000,46.51,9.7,30.51,49.74,87.95,140.58
Idaho,2001,36.88,0.08,46.5,45.57,115.62,120.34
Idaho,2002,13.28,9.58,73.23,42.73,126.01,100.18
Idaho,2003,13.54,20.7,71.51,43.81,124.1,91.35
Idaho,2004,4.38,4.76,57.36,36.38,218.54,43.58
Idaho,2005,2.66,0.16,30.41,29.82,272.9,29.06
Idaho,2006,0.38,1.15,21.17,29.91,275.34,37.05
Idaho,2007,0.69,0.19,30.36,37.77,258.22,37.77
Idaho,2008,0.52, -   ,40.66,33.57,247.37,42.88
Idaho,2009,1.37,2,38.55,31.93,237.08,54.08
Idaho,2010, -   ,1.17,58.27,38.04,219.77,47.75
Idaho,2011,0.74,0.67,65.52,35.83,205.21,57.02
Idaho,2012,0.43,1.77,39.71,35.74,225.01,62.33
Idaho,2013,0.18,7.65,49.52,42.88,202.88,61.88
Idaho,2014,0.1,6.59,60.37,49.99,177.01,70.94
Idaho,2015,0.24,3.12,35.37,28.15,277.97,20.13
Idaho,2016, -   ,1.29,35.35,23.44,298.16,6.76
Idaho,2017,0.16,0.78,39.5,22.09,297.11,5.35
Idaho,2018,0.15, -   ,43.11,25.61,286.46,9.67
Idaho,2019,0.09,0.18,49.93,24.69,271.77,18.33
Illinois,1980,21.72,4.74,180.83,157.71, -   , -   
Illinois,1981,36.54,3.52,169.42,155.52, -   , -   
Illinois,1982,26.54,7.06,186.76,144.64, -   , -   
Illinois,1983,22.21,5.78,190.55,146.46, -   , -   
Illinois,1984,21.68,4.32,174.65,163.19, -   ,1.15
Illinois,1985,15.27,4.65,193.76,149.19, -   ,2.13
Illinois,1986,20.13,4.4,174.48,157.63, -   ,8.36
Illinois,1987,22.26,5.37,188.8,139.61, -   ,8.96
Illinois,1988,16.83,15.72,189.74,132.46, -   ,10.25
Illinois,1989,15.53,17.87,189.47,120.3, -   ,21.84
Illinois,1990,16.74,9.27,200.03,117.15, -   ,21.81
Illinois,1991,12.92,5.4,203.23,123.04, -   ,20.41
Illinois,1992,13.71,5.7,201.66,118.02, -   ,25.92
Illinois,1993,10.04,5.93,214.77,113.94, -   ,20.32
Illinois,1994,9.42,7.84,218.36,109.97, -   ,19.41
Illinois,1995,10.9,9.46,220,96.13, -   ,28.51
Illinois,1996,7.58,10.38,214.67,102.15, -   ,30.23
Illinois,1997,6.97,10.52,221.89,95.75, -   ,29.87
Illinois,1998,6.65,7.34,228.73,91.06,4.28,26.93
Illinois,1999,5.43,7.1,223.6,89.96,18.79,20.12
Illinois,2000,2.98,5.22,205.14,79.2,57.01,15.45
Illinois,2001,3.2,4.69,225.43,64.01,52.88,14.79
Illinois,2002,1.86,6.36,230.65,56.37,54.55,15.21
Illinois,2003,1.31,8.25,241.01,52.64,47.06,14.73
Illinois,2004,1.68,7.19,241.17,55.07,44.61,15.28
Illinois,2005,1.72,6.62,245.32,53.2,43.43,14.71
Illinois,2006,1.66,8.94,241.51,56.94,43.49,12.46
Illinois,2007,0.28,6.39,212.72,47.62,92.08,5.91
Illinois,2008,0.45,8.94,214.74,46.93,88.6,5.35
Illinois,2009,0.69,4.9,221.36,34.86,99.27,3.92
Illinois,2010,1.51,4.08,230.55,35.54,86.79,6.53
Illinois,2011,3.26,2.3,243.14,49.55,66.54,0.21
Illinois,2012,0.13,4.56,261.68,48.27,49.9,0.46
Illinois,2013,0.09,3.33,252.21,52.67,55.75,0.94
Illinois,2014, -   ,3.09,236.59,59.23,64.21,1.89
Illinois,2015, -   ,3.05,222.55,57.93,80.4,1.06
Illinois,2016, -   ,3.6,225.38,58.18,77.17,0.67
Illinois,2017, -   ,2.58,219.71,55.78,86.68,0.25
Illinois,2018,0.08,6.15,202.43,53.38,102.37,0.59
Illinois,2019,0.18,4.56,216.2,46.48,97.15,0.43
Indiana,1980,1.52,23.58,53.72,286.19, -   , -   
Indiana,1981,2.61,19.61,60.21,282.58, -   , -   
Indiana,1982,2.25,14.1,65.72,282.93, -   , -   
Indiana,1983,1.74,10.78,56.89,295.28, -   ,0.3
Indiana,1984,1.35,11.81,56.85,292.06, -   ,2.93
Indiana,1985,1.2,6.89,48.28,297.8, -   ,10.83
Indiana,1986,2.43,4.82,49.69,292.74, -   ,15.32
Indiana,1987,4.47,6.51,73.12,271.45, -   ,9.45
Indiana,1988,7.96,4.73,78.51,261.11, -   ,12.69
Indiana,1989,5.49,4.04,86.73,245.86, -   ,22.88
Indiana,1990,5.86,4.32,105.34,229.63, -   ,19.85
Indiana,1991,5.38,12.93,99.69,228.14, -   ,18.86
Indiana,1992,3.53,12.36,91.61,236.75, -   ,20.75
Indiana,1993,1.67,17.15,92.72,240.23, -   ,13.24
Indiana,1994,7,11.48,109.73,222.02, -   ,14.77
Indiana,1995,7.31,17.7,118.66,206.68, -   ,14.65
Indiana,1996,7.69,19.32,113.39,210.88, -   ,13.71
Indiana,1997,8.51,15.73,128.76,195.97, -   ,16.04
Indiana,1998,8.04,19.46,131.09,192.59, -   ,13.82
Indiana,1999,6.4,17.05,136.58,162.23,35.38,7.35
Indiana,2000,4.14,16.65,134.63,141.24,56.41,11.92
Indiana,2001,4.4,10.25,143.99,133.1,56.99,16.27
Indiana,2002,0.65,4.69,142.62,132.84,68.2,16
Indiana,2003,2.32,6.14,144.91,134.33,68.99,8.31
Indiana,2004,2.35,10.81,139.39,137.74,65.98,8.73
Indiana,2005,0.36,7.65,141.08,135.37,75.01,5.53
Indiana,2006,0.09,7.82,141.67,126.89,83.17,5.35
Indiana,2007,0.12,3.47,134.97,107.83,113.78,4.83
Indiana,2008,0.63,5.7,140.64,92.97,120.3,4.75
Indiana,2009,1.03,5,141.09,93.19,121.84,2.86
Indiana,2010,0.53,1.07,139.34,84.97,138.12,0.97
Indiana,2011,1.63,1.18,142.34,77.41,141.07,1.37
Indiana,2012,0.7,0.73,151.18,81.56,129.06,1.77
Indiana,2013,0.43,3.16,147.22,81.86,131,1.32
Indiana,2014,0.03,3.69,133.83,77.58,148.8,1.08
Indiana,2015,0.09,2.2,141.05,73.61,146.71,1.34
Indiana,2016,0.09,1.9,161.55,58.91,141.44,1.1
Indiana,2017,0.06,1.03,200.36,36.83,125.6,1.12
Indiana,2018, -   ,0.65,232.76,29.68,101.14,0.76
Indiana,2019,1.74,0.2,253.92,22.23,86.26,0.65
Iowa,1980,83.75,4.93,98.68,177.63, -   , -   
Iowa,1981,78.2,5.26,109.19,172.34, -   , -   
Iowa,1982,68.51, -   ,145.68,150.81, -   , -   
Iowa,1983,67.17, -   ,150.64,146.53, -   ,0.66
Iowa,1984,64.25, -   ,137.34,162.8, -   ,0.61
Iowa,1985,58.14, -   ,115.49,179.85, -   ,11.52
Iowa,1986,42.94, -   ,79.55,178.66, -   ,63.85
Iowa,1987,35.98, -   ,83.39,185.3, -   ,60.32
Iowa,1988,32.48, -   ,86.35,193.76, -   ,52.41
Iowa,1989,13.47, -   ,75.29,227.25, -   ,48.99
Iowa,1990,16.71, -   ,69.87,230.28, -   ,48.14
Iowa,1991,16.57, -   ,74.91,219.8, -   ,53.72
Iowa,1992,13.96, -   ,82.03,214.55, -   ,54.46
Iowa,1993,13.79, -   ,69.52,204.61, -   ,77.07
Iowa,1994,7.3, -   ,59.3,214.84, -   ,83.56
Iowa,1995,8.7, -   ,91.55,173.31, -   ,91.44
Iowa,1996,7.71, -   ,86.61,151.13, -   ,119.55
Iowa,1997,4.51, -   ,137.76,119.38, -   ,103.35
Iowa,1998,11.98, -   ,157.32,106.5, -   ,89.2
Iowa,1999,10.94, -   ,137.74,92.41,65.02,58.89
Iowa,2000,1.01,0.08,129.58,67.94,113,53.39
Iowa,2001,0.55,1.1,132.74,29.2,119.01,82.39
Iowa,2002,0.51,2.87,129.31,35.21,115.27,81.82
Iowa,2003,0.37,3.12,139.84,18.92,119.14,83.61
Iowa,2004,0.07,2.24,132.18,22.07,114.09,94.34
Iowa,2005,0.07,3.02,131.37,28.52,105.87,96.15
Iowa,2006,1.14,3.72,138.27,43.96,113.36,64.54
Iowa,2007,1.18,1.62,130.42,29.14,159.71,42.93
Iowa,2008, -   ,1.27,123.29,21.38,176.57,42.48
Iowa,2009, -   ,1.23,125.45,7.18,182.23,48.91
Iowa,2010, -   ,0.54,119.52,8.47,186.4,50.08
Iowa,2011, -   ,0.41,109.37,7.77,216.51,30.94
Iowa,2012, -   ,0.67,121.42,13.6,197.9,31.41
Iowa,2013, -   ,0.59,112.28,23.1,199.68,29.35
Iowa,2014, -   ,1.97,104.18,27.57,199.37,31.9
Iowa,2015, -   ,1.11,109.46,22.23,200.22,31.98
Iowa,2016, -   ,0.52,109.55,17.92,203.97,33.04
Iowa,2017, -   ,0.37,111.61,10.37,216.94,25.71
Iowa,2018, -   ,0.47,123.67,0.63,222.66,17.57
Iowa,2019,0.2,3.47,159.3,1.12,184.95,15.94
Kansas,1980,158.84, -   ,144.65,61.51, -   , -   
Kansas,1981,95.26,2.67,151.79,115.29, -   , -   
Kansas,1982,68.21,29.52,198.66,68.61, -   , -   
Kansas,1983,74.16,17.09,213.4,60.35, -   , -   
Kansas,1984,48.32, -   ,238.12,78.56, -   , -   
Kansas,1985,86.37, -   ,181.64,61.69, -   ,35.3
Kansas,1986,63.51,17,185.07,27.58, -   ,71.85
Kansas,1987,47.22,9.25,209.94,41.16, -   ,57.43
Kansas,1988,59.73, -   ,179.53,51.34, -   ,74.4
Kansas,1989,42.55,2.28,190.78,31.99, -   ,97.39
Kansas,1990,76.41, -   ,131.52,54.58, -   ,102.5
Kansas,1991,28.7, -   ,190.76,44.45, -   ,101.09
Kansas,1992,26.73,3.05,200.32,36.91, -   ,98
Kansas,1993,26.28, -   ,202.96,24.93, -   ,110.83
Kansas,1994,35.84, -   ,217.79,18.75, -   ,92.63
Kansas,1995,25.08,33.18,194.39,14.89, -   ,97.46
Kansas,1996,14.69,27.69,166.68,68.93, -   ,87.01
Kansas,1997,6.43,28.66,170.47,70.91, -   ,88.54
Kansas,1998,12.72,33.7,162.35,44.77, -   ,111.46
Kansas,1999,9.35,24.83,150.75,40.3,67.82,71.96
Kansas,2000,6.46,14.69,188.74,26.88,68.59,59.63
Kansas,2001,2.1,18.24,199.97,21.05,62.73,60.9
Kansas,2002,1.29,18.88,208.71,17.7,68.83,49.6
Kansas,2003,0.57,15.2,223.67,18.43,68.76,38.37
Kansas,2004,1.41,14.05,231.86,9.92,66.4,41.37
Kansas,2005,0.79,17.8,232.2,7.23,61.07,45.91
Kansas,2006,1.54,15.25,245.33,3.09,51.21,48.58
Kansas,2007,0.55,11.89,236.11,5.72,63.98,46.74
Kansas,2008, -   ,7.95,224.23,5.3,61.4,66.11
Kansas,2009, -   ,7.01,228.56,5.74,53.19,70.5
Kansas,2010, -   ,7.67,225.76,30.28,53.72,47.56
Kansas,2011, -   ,11.11,239.54,10.65,59.17,44.54
Kansas,2012,0.19,7.59,260.31,1.04,45.9,49.98
Kansas,2013,0.2,4.75,247.99,1.21,58.96,51.88
Kansas,2014, -   ,5.11,247.34,1.81,59.09,51.64
Kansas,2015, -   ,3.52,257.74,1.81,54.11,47.81
Kansas,2016, -   ,3.37,260.34,0.21,50.91,50.17
Kansas,2017, -   ,1.41,226.44, -   ,66.81,70.34
Kansas,2018, -   ,3.82,212.11,0.1,71.75,77.23
Kansas,2019, -   ,2.73,221.48, -   ,77.33,63.46
Kentucky,1980,30.31,25.79,137.48,171.42, -   , -   
Kentucky,1981,16.57,23.72,191.98,132.73, -   , -   
Kentucky,1982,17.24,24.33,205.59,117.84, -   , -   
Kentucky,1983,24.64,25.04,209.02,106.29, -   , -   
Kentucky,1984,31.25,25.92,145.12,162.71, -   , -   
Kentucky,1985,24.07,22.74,164.47,151.45, -   ,2.26
Kentucky,1986,16.81,28.47,144.55,148, -   ,27.16
Kentucky,1987,18.8,29.84,179.96,106.31, -   ,30.09
Kentucky,1988,18.18,30.49,171.97,130.83, -   ,13.52
Kentucky,1989,19.82,32.64,156.92,133.15, -   ,22.47
Kentucky,1990,18.49,31.24,162.68,131.7, -   ,20.89
Kentucky,1991,20.75,18.4,161.52,132.35,1.23,30.76
Kentucky,1992,16.13,33.64,189.71,96.08,3.28,26.15
Kentucky,1993,9.97,35.43,199.23,89.7,2.91,27.76
Kentucky,1994,8.93,37.95,212.2,78.34,2,25.57
Kentucky,1995,7.73,42.65,222.01,65.98,1.7,24.92
Kentucky,1996,7.6,45.14,229.54,56.77,2.06,23.9
Kentucky,1997,7.28,41.22,237.09,53.56,2.59,23.26
Kentucky,1998,7.63,37.73,237.88,55.13,1.83,24.8
Kentucky,1999,5.48,29.58,228.45,43.58,41.76,16.17
Kentucky,2000,4.07,25.46,233.14,35.37,55.23,11.73
Kentucky,2001,1.8,25.82,240.07,30.38,53.92,13.01
Kentucky,2002, -   ,24.89,240.58,29.12,59.43,10.98
Kentucky,2003,0.14,19.91,241.78,30.96,62.13,10.08
Kentucky,2004, -   ,15.09,237.6,34,68.36,9.96
Kentucky,2005, -   ,15.32,237.93,31.42,70.4,9.93
Kentucky,2006, -   ,17.52,237.56,33.78,70.37,5.76
Kentucky,2007, -   ,3.39,218.9,24.57,114.08,4.06
Kentucky,2008, -   ,4.32,221.34,19.94,117.15,2.25
Kentucky,2009,0.04,5.82,215.7,19.52,121.68,2.25
Kentucky,2010,0.19,2.36,234.47,21.52,103.75,2.71
Kentucky,2011, -   ,3.35,228.79,18.46,111.73,2.67
Kentucky,2012,0.04,3.38,251.78,15.77,90.98,3.05
Kentucky,2013, -   ,4.77,233.2,16.51,107.34,3.18
Kentucky,2014,0.04,5.89,236.98,17.38,102.4,2.31
Kentucky,2015, -   ,4.57,232.79,11.75,114.88,1.01
Kentucky,2016,0.04,2.4,230.56,10.31,120.74,0.95
Kentucky,2017, -   ,2.37,228.66,12.24,120.82,0.92
Kentucky,2018,0.04,3.15,230.45,12.91,117.67,0.77
Kentucky,2019,0.38,5.24,186.72,20.45,148.25,3.96
Louisiana,1980, -   ,25.47,270.59,68.94, -   , -   
Louisiana,1981,11.65,19.38,290.63,43.34, -   , -   
Louisiana,1982,12.02,21.17,301.28,30.53, -   , -   
Louisiana,1983,6.45,40.05,268.1,50.4, -   , -   
Louisiana,1984,10.87,44.73,279.87,29.53, -   , -   
Louisiana,1985,11.95,38.96,283.9,30.2, -   , -   
Louisiana,1986,9.29,34.31,282.45,28.49, -   ,10.47
Louisiana,1987,4.23,39.26,293.68,23.77, -   ,4.06
Louisiana,1988,4.6,35.84,302.12,20.18, -   ,2.26
Louisiana,1989,2.02,28.6,307.3,19.29, -   ,7.78
Louisiana,1990,2.52,25.42,312.28,16.11, -   ,8.67
Louisiana,1991,2.52,29.04,302.22,21.31, -   ,9.91
Louisiana,1992,2.54,46.3,294.05,16.43, -   ,5.68
Louisiana,1993,4.67,47.06,290.53,15.14, -   ,7.6
Louisiana,1994,3.38,33.51,300.16,17.57, -   ,10.38
Louisiana,1995,1.16,30,311.38,15.68, -   ,6.77
Louisiana,1996,1.16,33.29,308.5,17.13, -   ,4.92
Louisiana,1997,0.86,30.58,314.83,13.65, -   ,5.09
Louisiana,1998,0.39,34.58,317.79,12.25, -   , -   
Louisiana,1999,0.19,18.16,283.62,9.96,52.49,0.57
Louisiana,2000,0.05,5.31,257.08,8.22,93.93,0.41
Louisiana,2001, -   ,7.09,246.74,8.25,102.25,0.67
Louisiana,2002,1.29,5.43,241.34,10.2,106.15,0.58
Louisiana,2003, -   ,4.75,240.02,7.12,112.49,0.63
Louisiana,2004,0.18,3.7,241.45,8.92,110.27,0.49
Louisiana,2005,0.09,5.39,234.38,7.99,116.87,0.28
Louisiana,2006, -   ,4.31,222.17,4.69,133.19,0.64
Louisiana,2007, -   ,5.03,215.69,12.04,131.77,0.47
Louisiana,2008, -   ,4.74,229.04,13.28,117.63,0.31
Louisiana,2009, -   ,3.47,233.58,12.55,115.15,0.25
Louisiana,2010, -   ,3.41,226.15,9.19,126.15,0.1
Louisiana,2011, -   ,2.3,226.23,7.35,128.63,0.49
Louisiana,2012, -   ,2.54,226.03,5.82,130.12,0.49
Louisiana,2013, -   ,2.97,223.54,3.75,134.45,0.29
Louisiana,2014, -   ,5.2,215.79,2.52,141.19,0.3
Louisiana,2015,0.16,4.84,219.95,2.74,136.95,0.37
Louisiana,2016, -   ,3.83,243.01,3.78,113.87,0.5
Louisiana,2017,0.05,4.81,229.63,18.49,111.78,0.24
Louisiana,2018, -   ,3.69,224.6,18.67,117.47,0.57
Louisiana,2019,0.13,6.59,235.79,19.05,102.73,0.72
Maine,1980,14.29,0.66,54.35,295.69, -   , -   
Maine,1981,4.26,0.38,42.9,317.46, -   , -   
Maine,1982,3.73, -   ,57.82,303.45, -   , -   
Maine,1983,7.1, -   ,79.46,276.25, -   ,2.2
Maine,1984,4.95, -   ,102.73,248.58, -   ,8.74
Maine,1985,6.38, -   ,108.97,225.41, -   ,24.24
Maine,1986,2.31, -   ,104.63,219.32, -   ,38.73
Maine,1987,3.96, -   ,124,193.83, -   ,43.2
Maine,1988,4.27, -   ,125.58,162.07,1.92,71.16
Maine,1989,0.79, -   ,112.73,188.02,4.24,59.22
Maine,1990,0.68,5.57,133.26,164.62,2.64,58.23
Maine,1991, -   ,5.8,143.8,154.16,1.96,59.27
Maine,1992, -   ,3.59,179.45,130.29,2.23,49.44
Maine,1993, -   ,2.35,206.26,115.57,2.53,38.28
Maine,1994, -   ,0.18,235.87,83.67,3.45,41.83
Maine,1995, -   ,3.66,244.32,77.78,5.23,34.01
Maine,1996, -   ,13.69,230.07,70.85,10.68,39.71
Maine,1997, -   ,18.43,219.57,71.93,16.11,38.96
Maine,1998, -   ,15.02,243.4,60,11.22,35.36
Maine,1999, -   ,11.62,252.57,58.1,9.89,32.82
Maine,2000, -   ,16.52,248.94,62.36,11.08,26.09
Maine,2001, -   ,25.41,237.21,61.01,17.12,24.26
Maine,2002, -   ,35.84,236.32,53.97,19.8,19.07
Maine,2003, -   ,31.14,265.99,22.47,21.22,24.18
Maine,2004, -   ,21.49,282.16,26.95,16.15,18.26
Maine,2005, -   ,15.35,322.26,3.42,12.43,11.54
Maine,2006, -   ,11.72,311.02,2.45,26.28,13.53
Maine,2007,0.25, -   ,327.64,0.89,22.42,13.8
Maine,2008,0.12,6.97,328.51,0.93,16.73,11.74
Maine,2009,0.11,10.87,327.83,0.57,12.93,12.7
Maine,2010, -   ,1.88,276.5,0.1,81.67,4.85
Maine,2011, -   ,2.11,280.27,0.11,77.73,4.77
Maine,2012, -   ,12.97,288.94,1.66,55.55,5.88
Maine,2013, -   ,14.93,286.33,0.65,60.27,2.81
Maine,2014,0.11,6.72,273.15,6.72,74.06,4.23
Maine,2015, -   ,2.34,234.02,19.06,107.84,1.73
Maine,2016, -   ,8.75,229.28,4.67,121.1,1.19
Maine,2017, -   ,12.11,239.57,0.1,112.19,1.03
Maine,2018, -   ,13.96,260.56,0.11,89.05,1.32
Maine,2019,0.4,6.73,281.72, -   ,74.94,1.21
Maryland,1980,18.67,75.96,210.93,59.43, -   , -   
Maryland,1981,24.34,48.57,207.53,84.56, -   , -   
Maryland,1982,28.38,34.46,240.2,61.96, -   , -   
Maryland,1983,44.42,43.55,230.14,46.89, -   , -   
Maryland,1984,39.93,28.75,237.73,57.95, -   ,0.65
Maryland,1985,39.03,32.44,252.22,41.12, -   ,0.2
Maryland,1986,34.46,32.41,235.17,62.14, -   ,0.82
Maryland,1987,38.38,37.41,230.15,57.24, -   ,1.82
Maryland,1988,39.33,33.54,241.55,49.49, -   ,1.09
Maryland,1989,34.3,40.08,225.07,57.85, -   ,7.7
Maryland,1990,30.93,34.94,238.61,43.36, -   ,17.16
Maryland,1991,33.78,31.09,237.5,42.65, -   ,19.98
Maryland,1992,34.23,35.04,203.75,59.57, -   ,32.41
Maryland,1993,27.4,37.48,207.64,58.63, -   ,33.85
Maryland,1994,27.42,36.63,211.39,57.98, -   ,31.57
Maryland,1995,28.77,22.63,234.45,49.79, -   ,29.37
Maryland,1996,29.66,17.89,249.3,45.47, -   ,22.69
Maryland,1997,16.17,18.31,269.73,39.5, -   ,21.28
Maryland,1998,7.81,34.52,280.43,22.95, -   ,19.29
Maryland,1999,3.13,33.74,285.16,15.03,19.45,8.48
Maryland,2000,0.27,13.27,251.76,12.37,81.5,5.83
Maryland,2001, -   ,8.05,263.45,8.13,79.92,5.45
Maryland,2002, -   ,6.94,263.92,7.8,86.24,0.1
Maryland,2003,0.1,8.11,250.75,6.92,96.34,2.77
Maryland,2004, -   ,4.16,249.58,2.84,105.77,2.65
Maryland,2005, -   ,4.6,257.42,3.47,92.75,6.77
Maryland,2006, -   ,7.09,262.81,6.12,88.71,0.26
Maryland,2007, -   ,6.19,268.68,7.9,82.06,0.17
Maryland,2008, -   ,7.41,257.74,4.41,95.27,0.17
Maryland,2009,0.16,5.07,240.69,2.62,116.14,0.32
Maryland,2010,0.08,7.01,250.24,0.23,107.44, -   
Maryland,2011, -   ,8.4,218.07,0.16,137.89,0.48
Maryland,2012,0.47,7.61,233.39,0.08,123.22,0.23
Maryland,2013, -   ,6.7,226.96,0.16,131.04,0.16
Maryland,2014,0.07,7.86,217.9,0.37,138.8, -   
Maryland,2015,0.07,18.8,215.3,0.14,130.61,0.07
Maryland,2016,0.07,14.58,231.82, -   ,118.39,0.14
Maryland,2017,0.07,13.11,225.57,23.21,101.74,1.31
Maryland,2018, -   ,7.83,225.8,29.77,100.7,0.91
